,name,category,rating,price,currency,description
1705,"Talisker Port Ruighe, 45.8%",Single Malt Scotch,86,69,$,"As it progresses toward the ultimate goal of an 18 year old expression in 2015, Arran has released a 16 year old, matured in 30
percent sherry hogsheads and 70 percent bourbon casks. The edition is limited to 9,000 bottles. The nose features malt, milk chocolate, and honey, with a citric edge. The palate mirrors the nose with more malt, honey, and milk chocolate, plus ginger, nutmeg, and spicy oak. Spiced fruits in the lengthy finish. £45"
1706,"Adelphi Fascadale 12 year old Batch 5 (distilled at Highland Park), 46%",Single Malt Scotch,86,69,$,"The fifth batch of Adelphi’s Fascadale single malt comprises a marriage of two Spanish oak casks and three American oak casks of Highland Park. The outturn is 1,483 bottles. Icing sugar, vanilla, milk chocolate, apricots, plus mildly smoky malt on the nose. Full-bodied and fruity on the palate, with toffee, black pepper, and a hint of peat in the background. The medium-length finish is slowly drying. £45"
1707,"Old Pulteney 30 year old (2013 Edition), 40.1%",Single Malt Scotch,86,384,$,"Apart from the 40 year old expression launched in 2012, this is the oldest Old Pulteney on the market, and annual batches are
released with slightly varying strengths. Refill bourbon casks have been used in their maturation. Sweet and zesty on the deceptively youthful nose, with banoffee pie, eating apples, and quite sweet oak on the palate. Cereal notes and pleasing oak in the lengthy finish. £250"
1708,"Hunter Laing Old Malt Cask 20 year old (distilled at Bladnoch), 50%",Single Malt Scotch,86,115,$,"One of the first releases from the recently formed Hunter Laing & Co, established in Glasgow by Stewart Laing, is this 20 year
old expression of Bladnoch. It was distilled in November 1992 and matured in a refill sherry cask. Lemon cake, honey, and ginger nuts on the pleasing nose; fruity and spicy on the palate, with a savory flourish, and a honey and malt backdrop. Spicy caramel and mocha coffee in the finish. £75"
1709,"Cadenhead’s (distilled at Glendullan) 17 year old, 57.4%",Single Malt Scotch,86,100,$,"I always think that having “dull” in the middle of its name doesn’t do this distillery any favors. This is anything but; instead this is a fresh and vibrant example that brings on a Whitmanesque reverie of chewing on leaves of grass: sappy, fresh chlorophyll, coumarin, lime. These scented grasses—now vetiver—remain in charge on the tongue. A rolling prairie in the mouth, and best neat."
1710,"Douglas Laing Old Particular Range (distilled at Auchroisk) 18 year old, 48.8%",Single Malt Scotch,86,120,$,"Here is Auchroisk at its more lifted and clean. A whiff of cooking lentils (a lovely smell) alongside lime and cottage cheese (again nice), it gives the impression of a healthy salad. The palate is sweet and quite buttery, with minimal attention from oak; instead it’s all very spring-like, with good mid-palate sweetness. Water dries it slightly, but also extends the palate. Quite lovely."
1711,"Glenfiddich Reserve Cask, 40%",Single Malt Scotch,86,78,$,"Here, a new solera vat is home to a Glenfiddich that has been exclusively aged in sherry casks, and shows its origins with deep, black fruitiness, orange peel, and sultana. The signature pears of ’Fiddich
here are dried and sit next to moist fruitcake. Ripe and long, with toffee, a pleasant wisp of sulfur, and blackberry. An easy-going sherried style that’s ideal for the beginner. (Travel Retail exclusive.) £49/1 liter"
1712,"Glenfiddich Select Cask, 40%",Single Malt Scotch,86,62,$,"Another from Glenfiddich’s three new solera vats, here we can see the distillery’s light character turned up to the max thanks to a mix of American oak, red wine casks, and a smidgen of sherry. Think of hyacinth, ultra-fresh William pear, light barley, and grass. Zesty, clean and light, and ridiculously drinkable with a silky feel in the middle of the tongue. Quite a bargain. (Travel Retail exclusive.) £39/1 liter"
1713,"Bowmore 23 year old Port Wood, 50.8%",Single Malt Scotch,86,630,$,"The ruby color gives the port maturation away, as does the nose: all plum crumble, stewed rhubarb, and caramelized orchard fruits. It’s more autumnal than jammy with hints of dusty angelica and only vestigial smoke. The palate is hot, with those hedgerow fruits and a light touch of perfumed lavender before a flock of tarry smoke appears on the finish. All well-integrated and at its best with a little water."
1714,"Bruichladdich Scottish Barley, 50%",Single Malt Scotch,86,68,$,"This has good breadth and hints of honey-nut cornflakes on the nose, with the distillery’s sweet, lemon-fresh/floral core still evident, but skewed more toward roasted notes, like toasted rice and sun-dried grasses; even a hint of the felt-festooned interior of a woolen mill. Water brings out meadowsweet. Raspberries lead on the palate, contrasting with the crisp, nutty chaff notes. It’s citric and gingery on the finish, but has drive and energy. £42"
1715,"Highland Park Sigurd, 43%",Single Malt Scotch,86,202,$,"Heather honey, malt, newly-cut hay, pineapple, and very slight smoke on the nose. Leather, malt, cinnamon, a touch of oak and soft smokiness on the palate. Medium in length, with a hint of honey behind the oak, spice, and smoke. (Travel Retail exclusive.) €150"
1716,"Douglas Laing Old Particular (distilled at Blair Athol) 20 year old, 51.5%",Single Malt Scotch,86,129,$,"This single cask bottling was distilled in February 1993 and matured for 20 years in a sherry butt. Rich and spicy on the nose: peel, dates, and sultanas. More floral in time. A silky mouthfeel, major spice notes, ginger, and sweet sherry. Long in the finish, with nutmeg and plain chocolate cherry liqueur.£80"
1717,"Glencadam The Exceptional 21 year old, 46%",Single Malt Scotch,86,92,$,"Clearly sharing the same DNA as the 10 year old expression, this variant has less overt pear drops on the nose, which is altogether more floral and complex, with ripe oranges, pineapple, and an herbal note. Elegant on the palate, with orange, vanilla; and contrasting dark berries, black pepper, and oak. The finish is lengthy and slightly oily. £57"
1718,"Blue Hanger 8th Release, 45.6%",Blended Scotch Whisky,86,115,$,"This breaks Blue Hanger ranks because it's a traditional blended whisky rather than a blend of just malts. Not that you see the joins. This is a rich, powerful, clean, and crisp whisky with a delightfully balanced flavor of pureed fruits and an unusual, almost menthol quality. Smoke wanders in and out to complete the experience. (The Whisky Shop exclusive.)"
1719,"Lagavulin 12 year old (Diageo Special Releases 2013), 55.1%",Single Malt Scotch,86,119,$,"Though as pale as ever, this Lagavulin is hardly in need of a Charles Atlas course. The nose is ozonic, like rock pools at low tide with kelp splattered around. Sweetness comes in the form of cloudy apple juice and a smokehouse kipperiness. The palate is explosive, with masses of retronasal action showing violet root, thyme, juniper, tarragon/fennel, and a finish akin to smoked cheese. An improvement on the 2012 release."
1720,"Duncansby Head, 46%",Single Malt Scotch,86,75,$,"Duncansby Head has been aged in a mixture of bourbon and Spanish sherry casks. The nose is initially slightly earthy; then Old Pulteney’s characteristic marine nature develops discreetly, along with icing sugar sprinkled on apple pie and a hint of roasted potato skins. The palate is smooth and chewy, with sherry making its presence felt along with cooked apples, oranges, sultanas, nutmeg, and cocoa. The finish is spicy and nicely rounded. £45/liter"
1721,"Wemyss Malts Tarte au Citron (distilled at Auchentoshan) 1998, 46%",Single Malt Scotch,86,70,$,"The latest single cask expression of Auchentoshan from Wemyss Malts is 14 years old and was matured in a bourbon barrel. The outturn is 342 bottles. The nose is fleetingly herbal; then offers crème de citron, turning to tinned peaches in syrup, and finally pine and peppery caramel. Silky-smooth in the mouth, spicy, with lemon and digestive biscuits. Freshly-squeezed lemon lingers in the chili and chocolaty finish. £78"
1722,"Br5 Elements of Islay (distilled at Bruichladdich), 53.8%",Single Malt Scotch,86,100,$,"The nose is slightly closed, all very delicate, with some hay-like aromas akin to harvest time. This gentleness allows sweet melon-like fruits to come through, alongside patisserie, icing, gentle vanilla, and an effect like Hedione, the ‘smell’ of sunshine. Rounded and very sweet, typical of the distillery, with a lightly drying effect similar to powdered icing sugar. It slightly loses it with water, so keep neat. A pleasant, straight down the middle Laddie. £60/500 ml"
1723,"Mortlach 25 year old, 43.4%",Single Malt Scotch,86,1013,$,"The richest of the quartet. Super-dense with a note of burnished brass, then light leather and cashew alongside sandalwood. The waxiness and tropical fruit typical of old whiskies is in the background before it moves into lanolin. The palate starts sweetly, with added liqueur cherries, earth, and smoke but for me, after the complex nose it fails to deliver, especially since it is so scarily priced. £600/500 ml"
1724,"Douglas Laing Old Particular (distilled at Highland Park) 18 year old cask #0074, 48.4%",Single Malt Scotch,86,169,$,"The Old Particular non-chill filtered single cask expression of Highland Park was distilled in November 1995, matured in a refill hogshead, and bottled in December 2013. The outturn was 322 bottles. Initially quite reticent on the nose, then toffee, cardboard, table salt, and very faint smoke. Quite viscous on the palate, and dry peat becomes relatively prominent, with allspice and sea salt. The finish offers licorice and lingering spices. £100"
1725,"Highland Park Freya 15 year old, 51.2%",Single Malt Scotch,86,235,$,"Freya is the third release in Highland Park’s Valhalla Collection; unusually, it has been matured in first-fill bourbon casks. It fits into the core range between the 12 and 18 year olds. The nose is sweet, floral, and heathery, with pineapple, mango, and a background earthiness. Finally, vanilla and milk chocolate. Smooth on the palate, with passion fruit, and more overt peatiness than is apparent on the nose. Subtle peat, char, and a hint of licorice in the finish."
